housing_median_age,total_rooms,population,median_income,median_house_value,distance_to_nearest_city,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,bedrooms_to_rooms_ratio,households_to_population_ratio
33.0,3099.0,2025.0,3.183,191100.0,14.61,1,0,0,0,0.2707324943530171,0.37037037037037035
38.0,1301.0,877.0,4.625,191300.0,15.33,1,0,0,0,0.20292083013066872,0.31356898517673887
29.0,2784.0,1278.0,4.3882,261600.0,16.03,1,0,0,0,0.20905172413793102,0.4303599374021909
35.0,1604.0,802.0,5.752,291000.0,16.1,1,0,0,0,0.1745635910224439,0.3491271820448878
34.0,2863.0,1243.0,6.0723,297200.0,15.33,1,0,0,0,0.1575270695075096,0.37489943684633953
38.0,2105.0,956.0,4.4125,246000.0,15.33,1,0,0,0,0.1653206650831354,0.36610878661087864
36.0,1426.0,698.0,4.8523,267300.0,15.33,1,0,0,0,0.16479663394109398,0.3438395415472779
35.0,708.0,471.0,3.2,197400.0,14.61,1,0,0,0,0.20480225988700565,0.3248407643312102
36.0,1759.0,837.0,4.6992,251900.0,13.91,1,0,0,0,0.16770892552586697,0.31899641577060933
36.0,1933.0,958.0,4.4732,266000.0,14.66,1,0,0,0,0.17640972581479566,0.3496868475991649
38.0,1040.0,557.0,4.0,254700.0,14.66,1,0,0,0,0.19423076923076923,0.40933572710951527
34.0,2744.0,1333.0,4.0536,277200.0,14.02,1,0,0,0,0.19715743440233235,0.377344336084021
35.0,1500.0,706.0,4.5625,253500.0,14.66,1,0,0,0,0.16666666666666666,0.35410764872521244
34.0,1736.0,823.0,5.4042,241600.0,13.91,1,0,0,0,0.17108294930875576,0.35479951397326853
37.0,1709.0,778.0,3.9036,326600.0,15.46,1,0,0,0,0.19485078993563487,0.442159383033419
44.0,1812.0,822.0,6.7744,294100.0,14.85,1,0,0,0,0.18653421633554085,0.3819951338199513
42.0,1413.0,630.0,6.8564,300000.0,14.85,1,0,0,0,0.1613588110403397,0.3476190476190476
37.0,1462.0,600.0,5.2015,302000.0,14.85,1,0,0,0,0.1662106703146375,0.3933333333333333
36.0,1942.0,891.0,3.6635,282100.0,14.85,1,0,0,0,0.18280123583934088,0.39057239057239057
33.0,2418.0,1397.0,3.1083,285500.0,13.41,1,0,0,0,0.20057899090157155,0.34144595561918395
31.0,1053.0,686.0,4.0,263200.0,14.27,1,0,0,0,0.2184235517568851,0.3075801749271137
36.0,2752.0,1211.0,5.0526,269800.0,16.1,1,0,0,0,0.1667877906976744,0.37324525185796864
35.0,1813.0,825.0,5.2485,323800.0,16.9,1,0,0,0,0.17264202978488694,0.38303030303030305
33.0,2394.0,1166.0,2.7317,264700.0,16.9,1,0,0,0,0.24060150375939848,0.4699828473413379
34.0,522.0,373.0,3.5481,265000.0,16.29,1,0,0,0,0.26436781609195403,0.3726541554959786
24.0,6662.0,3792.0,3.1104,230000.0,15.46,1,0,0,0,0.2779945962173521,0.457542194092827
35.0,2670.0,1196.0,3.8427,283500.0,18.35,1,0,0,0,0.1846441947565543,0.4080267558528428
37.0,1434.0,786.0,4.4375,244900.0,17.54,1,0,0,0,0.18270571827057183,0.3256997455470738
32.0,2098.0,1036.0,5.0258,255400.0,17.54,1,0,0,0,0.1801715919923737,0.3716216216216216
31.0,2210.0,1047.0,3.3292,271300.0,16.9,1,0,0,0,0.23484162895927602,0.45081184336198665
33.0,2206.0,973.0,4.675,283000.0,16.9,1,0,0,0,0.17815049864007254,0.37410071942446044
36.0,1949.0,909.0,5.1587,296600.0,17.54,1,0,0,0,0.16367367880964598,0.35753575357535755
17.0,1205.0,736.0,3.2011,162500.0,18.35,1,0,0,0,0.2879668049792531,0.46467391304347827
27.0,6336.0,4673.0,2.5893,183700.0,18.61,1,0,0,0,0.2569444444444444,0.32206291461587844
27.0,580.0,466.0,3.0909,187500.0,17.74,1,0,0,0,0.24655172413793103,0.2854077253218884
28.0,3069.0,1932.0,2.4925,177200.0,18.06,1,0,0,0,0.28152492668621704,0.43219461697722567
38.0,2040.0,1775.0,3.5227,202400.0,17.16,1,0,0,0,0.22450980392156863,0.2507042253521127
36.0,984.0,615.0,4.1786,201500.0,18.06,1,0,0,0,0.18597560975609756,0.33495934959349594
31.0,3731.0,2313.0,3.2237,218200.0,17.54,1,0,0,0,0.22862503350308228,0.3463035019455253
31.0,3205.0,1647.0,3.3681,223900.0,16.61,1,0,0,0,0.22683307332293293,0.403157255616272
32.0,2065.0,1075.0,4.4279,226400.0,16.61,1,0,0,0,0.21210653753026634,0.4111627906976744
30.0,3096.0,1676.0,4.6583,207300.0,16.1,1,0,0,0,0.20284237726098192,0.3502386634844869
34.0,2122.0,1578.0,3.1496,191900.0,17.16,1,0,0,0,0.24363807728557965,0.30925221799746516
19.0,1793.0,1222.0,2.6862,195800.0,17.16,1,0,0,0,0.24930284439486894,0.3698854337152209
31.0,2841.0,1612.0,2.9205,196600.0,15.72,1,0,0,0,0.27243928194297784,0.4392059553349876
35.0,2987.0,1561.0,4.0039,226500.0,15.72,1,0,0,0,0.20120522263140275,0.38821268417680976
36.0,1948.0,992.0,4.2594,242400.0,15.17,1,0,0,0,0.17505133470225873,0.3659274193548387
37.0,1594.0,1003.0,3.3289,199700.0,15.17,1,0,0,0,0.2013801756587202,0.3220338983050847
35.0,2753.0,1592.0,2.7875,209000.0,14.27,1,0,0,0,0.2549945513984744,0.38567839195979897
25.0,3341.0,1685.0,3.6936,238300.0,14.67,1,0,0,0,0.23615683926967973,0.4456973293768546
25.0,1948.0,1128.0,3.7614,255900.0,16.1,1,0,0,0,0.22227926078028748,0.3803191489361702
25.0,5675.0,3317.0,3.9352,232900.0,14.67,1,0,0,0,0.21568281938325992,0.3373530298462466
42.0,1839.0,1034.0,4.9808,212300.0,16.1,1,0,0,0,0.1881457313757477,0.327852998065764
34.0,1745.0,1084.0,3.3411,220500.0,16.1,1,0,0,0,0.23151862464183381,0.37822878228782286
36.0,2062.0,1134.0,4.4881,218900.0,16.6,1,0,0,0,0.17022308438409312,0.31569664902998235
35.0,2378.0,1799.0,3.9327,190500.0,17.54,1,0,0,0,0.23507148864592095,0.3035019455252918
36.0,1890.0,1232.0,4.375,184200.0,17.05,1,0,0,0,0.21164021164021163,0.3133116883116883
40.0,1335.0,804.0,4.3194,198400.0,17.05,1,0,0,0,0.2104868913857678,0.35074626865671643
28.0,1038.0,912.0,2.5875,161200.0,17.05,1,0,0,0,0.24277456647398843,0.26864035087719296
30.0,915.0,646.0,2.5208,182800.0,17.05,1,0,0,0,0.25573770491803277,0.326625386996904
19.0,3056.0,1561.0,3.1369,196900.0,20.05,1,0,0,0,0.24836387434554974,0.4740550928891736
34.0,682.0,491.0,4.6389,173800.0,19.5,1,0,0,0,0.1935483870967742,0.29327902240325865
35.0,620.0,381.0,3.7917,183900.0,19.5,1,0,0,0,0.1967741935483871,0.32545931758530183
35.0,1518.0,857.0,3.6917,197500.0,19.5,1,0,0,0,0.18379446640316205,0.2928821470245041
35.0,561.0,261.0,4.9375,183800.0,18.97,1,0,0,0,0.18538324420677363,0.40229885057471265
34.0,916.0,552.0,4.9107,222000.0,18.97,1,0,0,0,0.17685589519650655,0.2971014492753623
36.0,1096.0,569.0,4.475,182300.0,18.48,1,0,0,0,0.18613138686131386,0.3532513181019332
34.0,2011.0,1087.0,3.0465,187800.0,18.48,1,0,0,0,0.2347090999502735,0.3891444342226311
40.0,513.0,399.0,4.875,167600.0,20.63,1,0,0,0,0.1949317738791423,0.24812030075187969
36.0,1080.0,719.0,4.2679,175800.0,20.63,1,0,0,0,0.18611111111111112,0.2795549374130737
35.0,1151.0,809.0,4.7813,160000.0,21.49,1,0,0,0,0.2154648132059079,0.30407911001236093
29.0,889.0,597.0,4.9609,186700.0,20.05,1,0,0,0,0.18672665916760406,0.2730318257956449
22.0,1981.0,1231.0,4.0878,153700.0,20.05,1,0,0,0,0.23826350328117113,0.37124289195775795
29.0,505.0,411.0,2.6397,164400.0,20.63,1,0,0,0,0.22376237623762377,0.2749391727493917
14.0,2369.0,1546.0,3.7969,159400.0,21.23,1,0,0,0,0.254959898691431,0.3001293661060802
34.0,1582.0,1356.0,3.4211,141100.0,21.23,1,0,0,0,0.2168141592920354,0.23893805309734514
36.0,1442.0,990.0,4.0517,162200.0,21.23,1,0,0,0,0.18793342579750347,0.27070707070707073
35.0,1994.0,1491.0,3.7383,166200.0,20.42,1,0,0,0,0.21013039117352056,0.2870556673373575
35.0,1592.0,1238.0,4.9732,165000.0,20.63,1,0,0,0,0.21042713567839197,0.25848142164781907
36.0,1551.0,1100.0,5.1187,168100.0,21.86,1,0,0,0,0.19148936170212766,0.2927272727272727
30.0,1366.0,920.0,0.9946,159900.0,21.86,1,0,0,0,0.3367496339677892,0.44565217391304346
36.0,1215.0,862.0,3.7604,158700.0,22.07,1,0,0,0,0.22962962962962963,0.3306264501160093
37.0,1112.0,771.0,4.2132,164600.0,22.07,1,0,0,0,0.19964028776978418,0.2905317769130999
35.0,1653.0,1072.0,3.2708,159700.0,20.63,1,0,0,0,0.19661222020568664,0.28078358208955223
30.0,3259.0,2744.0,2.8608,165600.0,21.86,1,0,0,0,0.289045719545873,0.3261661807580175
29.0,2387.0,1978.0,3.1957,159200.0,22.51,1,0,0,0,0.2387934645999162,0.2770475227502528
18.0,1573.0,1200.0,2.895,146900.0,21.86,1,0,0,0,0.2517482517482518,0.30416666666666664
24.0,4880.0,4516.0,4.1387,157700.0,23.17,1,0,0,0,0.2139344262295082,0.2325066430469442
21.0,2863.0,1489.0,3.2031,180700.0,23.17,1,0,0,0,0.24484806147397833,0.4170584284754869
36.0,1360.0,909.0,4.6731,173300.0,23.17,1,0,0,0,0.19926470588235295,0.3025302530253025
35.0,2228.0,1558.0,4.023,157700.0,22.51,1,0,0,0,0.2078096947935368,0.2740693196405648
41.0,550.0,642.0,1.875,119900.0,24.61,1,0,0,0,0.23454545454545456,0.19470404984423675
36.0,1047.0,975.0,3.1897,155000.0,24.61,1,0,0,0,0.21680993314231137,0.24512820512820513
37.0,1161.0,882.0,4.4167,158000.0,23.94,1,0,0,0,0.21877691645133507,0.2675736961451247
26.0,2483.0,1538.0,5.1104,220500.0,24.74,1,0,0,0,0.16592831252517115,0.2919375812743823
29.0,1138.0,964.0,4.537,185300.0,24.12,1,0,0,0,0.19068541300527242,0.23029045643153526
17.0,2223.0,2008.0,3.0777,160800.0,24.12,1,0,0,0,0.24471434997750788,0.2549800796812749
35.0,1145.0,1651.0,3.125,120300.0,24.12,1,0,0,0,0.23930131004366811,0.16050878255602666
28.0,1035.0,1545.0,3.0357,123400.0,23.52,1,0,0,0,0.26570048309178745,0.17411003236245956
35.0,1071.0,1412.0,3.1917,114900.0,23.52,1,0,0,0,0.2707749766573296,0.19405099150141644
37.0,1152.0,981.0,3.2857,153600.0,23.52,1,0,0,0,0.2248263888888889,0.22935779816513763
39.0,2502.0,1849.0,3.8846,164100.0,23.3,1,0,0,0,0.2182254196642686,0.280151433207139
42.0,1007.0,776.0,3.8672,162700.0,23.3,1,0,0,0,0.2224428997020854,0.29381443298969073
45.0,1776.0,1180.0,4.6406,169200.0,23.3,1,0,0,0,0.19876126126126126,0.28559322033898304
44.0,1167.0,733.0,4.2083,168300.0,22.68,1,0,0,0,0.20308483290488433,0.32332878581173263
42.0,1768.0,1155.0,3.558,161100.0,22.68,1,0,0,0,0.21040723981900453,0.31861471861471863
37.0,1147.0,742.0,4.0461,153500.0,22.07,1,0,0,0,0.22493461203138623,0.3261455525606469
33.0,3326.0,2533.0,3.1441,176300.0,22.07,1,0,0,0,0.2164762477450391,0.272009474930912
43.0,1237.0,776.0,4.325,166000.0,21.49,1,0,0,0,0.19644300727566694,0.3170103092783505
40.0,1880.0,1229.0,4.4167,174600.0,21.49,1,0,0,0,0.20053191489361702,0.3075671277461351
41.0,834.0,603.0,3.7321,167500.0,23.52,1,0,0,0,0.19904076738609114,0.296849087893864
42.0,1150.0,708.0,3.6875,171500.0,22.94,1,0,0,0,0.18695652173913044,0.288135593220339
27.0,3399.0,2465.0,3.099,166600.0,22.94,1,0,0,0,0.2594880847308032,0.32900608519269775
34.0,2242.0,1483.0,4.4934,185600.0,22.38,1,0,0,0,0.19446922390722568,0.29871881321645316
37.0,1061.0,768.0,4.75,161900.0,21.49,1,0,0,0,0.19038642789820923,0.2682291666666667
37.0,796.0,740.0,3.6,156400.0,21.49,1,0,0,0,0.2198492462311558,0.2472972972972973
36.0,769.0,498.0,4.7159,182100.0,22.38,1,0,0,0,0.1846553966189857,0.2751004016064257
35.0,994.0,602.0,3.5865,178000.0,22.38,1,0,0,0,0.20422535211267606,0.3073089700996678
35.0,2604.0,1465.0,4.4896,184600.0,20.94,1,0,0,0,0.19009216589861752,0.32081911262798635
26.0,4173.0,2471.0,3.5052,196000.0,20.94,1,0,0,0,0.2139947280134196,0.349251315256981
35.0,1139.0,772.0,4.375,204700.0,21.85,1,0,0,0,0.17295873573309922,0.3018134715025907
35.0,1623.0,868.0,3.5893,276000.0,22.77,1,0,0,0,0.18730745532963647,0.31336405529953915
34.0,2508.0,1549.0,3.2069,236500.0,21.85,1,0,0,0,0.23684210526315788,0.3518398967075533
35.0,1323.0,1084.0,5.0753,178000.0,20.94,1,0,0,0,0.20332577475434618,0.22140221402214022
36.0,1347.0,748.0,5.1423,183100.0,20.94,1,0,0,0,0.20638455827765403,0.3716577540106952
36.0,1088.0,617.0,3.8824,193100.0,20.05,1,0,0,0,0.21231617647058823,0.3419773095623987
36.0,1432.0,749.0,3.5772,207400.0,19.5,1,0,0,0,0.18505586592178772,0.3484646194926569
36.0,2053.0,1023.0,3.0,216600.0,19.5,1,0,0,0,0.18801753531417437,0.38514173998044965
38.0,1475.0,827.0,4.7663,191600.0,19.91,1,0,0,0,0.18237288135593221,0.32043530834340994
36.0,1967.0,910.0,4.4948,190600.0,18.97,1,0,0,0,0.16065073716319267,0.3362637362637363
37.0,932.0,578.0,4.375,177600.0,18.48,1,0,0,0,0.1834763948497854,0.3027681660899654
26.0,2145.0,1150.0,3.5972,225800.0,19.44,1,0,0,0,0.21958041958041957,0.3730434782608696
34.0,1766.0,974.0,3.0703,180800.0,18.48,1,0,0,0,0.232163080407701,0.41478439425051333
32.0,1981.0,1371.0,3.1204,204200.0,18.48,1,0,0,0,0.23826350328117113,0.31436907366885486
35.0,1590.0,1299.0,4.0313,163200.0,18.02,1,0,0,0,0.22012578616352202,0.25789068514241725
38.0,901.0,760.0,2.9643,147400.0,18.02,1,0,0,0,0.22752497225305215,0.2736842105263158
20.0,2850.0,1855.0,2.809,144600.0,19.0,1,0,0,0,0.25859649122807016,0.3568733153638814
28.0,2410.0,2399.0,2.7339,156700.0,18.6,1,0,0,0,0.2556016597510373,0.2476031679866611
28.0,2922.0,3013.0,2.9531,127100.0,17.59,1,0,0,0,0.2529089664613279,0.22336541652837702
35.0,1403.0,1415.0,3.0967,144000.0,17.59,1,0,0,0,0.24091233071988596,0.2593639575971731
35.0,574.0,610.0,3.3182,133300.0,18.02,1,0,0,0,0.20209059233449478,0.24098360655737705
25.0,2053.0,1721.0,2.3456,146100.0,18.02,1,0,0,0,0.28153921091086215,0.29459616502033703
6.0,3445.0,2467.0,3.1507,144000.0,17.59,1,0,0,0,0.2458635703918723,0.28860964734495337
12.0,3653.0,3215.0,2.8681,114200.0,18.24,1,0,0,0,0.2718313714754996,0.2656298600311042
42.0,856.0,748.0,3.8,145800.0,17.21,1,0,0,0,0.19509345794392524,0.2606951871657754
37.0,1499.0,1237.0,3.9333,162300.0,17.21,1,0,0,0,0.19212808539026016,0.27809215844785773
25.0,1709.0,1177.0,2.4333,155000.0,17.91,1,0,0,0,0.2586307782328847,0.34834324553950724
32.0,1452.0,1888.0,3.5461,146400.0,17.91,1,0,0,0,0.2513774104683196,0.19385593220338984
32.0,778.0,933.0,2.7292,143800.0,17.91,1,0,0,0,0.2917737789203085,0.2240085744908896
31.0,2536.0,2625.0,3.0909,150900.0,17.91,1,0,0,0,0.23777602523659305,0.21942857142857142
34.0,1248.0,1960.0,3.1012,140400.0,17.91,1,0,0,0,0.2564102564102564,0.17244897959183675
38.0,483.0,389.0,2.1859,143800.0,19.62,1,0,0,0,0.23395445134575568,0.2776349614395887
6.0,1655.0,1201.0,1.7344,145800.0,19.62,1,0,0,0,0.3238670694864048,0.4054954204829309
52.0,63.0,47.0,7.2423,350000.0,19.27,1,0,0,0,0.19047619047619047,0.1702127659574468
11.0,3605.0,3637.0,2.6328,160700.0,19.27,1,0,0,0,0.24410540915395285,0.24003299422601046
25.0,5896.0,4149.0,2.6742,131900.0,18.97,1,0,0,0,0.24830393487109906,0.32827187274041936
30.0,4426.0,4196.0,3.274,148300.0,20.0,1,0,0,0,0.22480795300497064,0.21949475691134412
24.0,4232.0,2688.0,2.52,146000.0,21.01,1,0,0,0,0.2580340264650284,0.38504464285714285
33.0,2848.0,2319.0,3.407,190800.0,20.0,1,0,0,0,0.22507022471910113,0.2789995687796464
46.0,940.0,599.0,3.2813,190900.0,19.62,1,0,0,0,0.23297872340425532,0.3572621035058431
30.0,1694.0,1181.0,2.9779,169500.0,20.65,1,0,0,0,0.23494687131050768,0.32430143945808637
36.0,1814.0,886.0,3.4868,208400.0,19.91,1,0,0,0,0.19294377067254687,0.39164785553047404
33.0,3668.0,2368.0,2.8906,204900.0,20.86,1,0,0,0,0.23636859323882226,0.35684121621621623
33.0,2867.0,1774.0,2.9292,183400.0,20.41,1,0,0,0,0.27415416811998605,0.39740698985343853
36.0,599.0,361.0,5.0395,225800.0,20.86,1,0,0,0,0.20868113522537562,0.3850415512465374
36.0,1477.0,788.0,3.625,195800.0,19.91,1,0,0,0,0.2064996614759648,0.36928934010152287
39.0,1379.0,883.0,3.3375,180100.0,19.44,1,0,0,0,0.20449601160261058,0.32955832389580975
35.0,1458.0,686.0,3.9038,202700.0,19.91,1,0,0,0,0.17901234567901234,0.34402332361516036
35.0,3478.0,1885.0,2.9375,206500.0,20.41,1,0,0,0,0.2098907418056354,0.3570291777188329
22.0,6876.0,5162.0,2.9293,170800.0,21.34,1,0,0,0,0.2850494473531123,0.3640061991476172
29.0,2666.0,2030.0,2.5432,180900.0,21.34,1,0,0,0,0.31807951987997,0.3847290640394089
38.0,1222.0,756.0,4.125,173900.0,20.41,1,0,0,0,0.23076923076923078,0.3386243386243386
25.0,1768.0,983.0,2.6184,243800.0,22.29,1,0,0,0,0.3161764705882353,0.49643947100712105
40.0,2344.0,1305.0,3.1923,191900.0,22.29,1,0,0,0,0.24360068259385664,0.4168582375478927
32.0,3088.0,1981.0,2.2027,192700.0,21.83,1,0,0,0,0.3316062176165803,0.48258455325593136
29.0,2823.0,1723.0,2.7121,165500.0,20.86,1,0,0,0,0.26106978391781793,0.3934997098084736
37.0,1159.0,740.0,4.9107,179600.0,20.41,1,0,0,0,0.20534943917169973,0.32837837837837835
39.0,1744.0,1048.0,4.5735,195500.0,20.41,1,0,0,0,0.19438073394495411,0.3148854961832061
30.0,2596.0,1662.0,4.0507,179500.0,21.4,1,0,0,0,0.22342064714946072,0.3243080625752106
33.0,1250.0,866.0,4.1708,175000.0,20.41,1,0,0,0,0.2208,0.3094688221709007
41.0,1531.0,1119.0,4.3646,161400.0,21.4,1,0,0,0,0.2240365774003919,0.30473637176050045
24.0,3305.0,2085.0,2.6641,168200.0,21.4,1,0,0,0,0.29712556732223905,0.42254196642685854
29.0,2690.0,1747.0,3.3713,198200.0,22.03,1,0,0,0,0.2449814126394052,0.35317687464224384
19.0,3203.0,1761.0,4.0911,239700.0,22.77,1,0,0,0,0.2210427724008742,0.3787620670073822
33.0,1379.0,795.0,4.6713,231800.0,23.72,1,0,0,0,0.18419144307469182,0.37358490566037733
15.0,3254.0,1772.0,5.0417,240800.0,23.72,1,0,0,0,0.18377381684081132,0.34875846501128666
21.0,3764.0,1919.0,2.5057,156300.0,23.25,1,0,0,0,0.2871944739638682,0.5091193329859302
36.0,1083.0,557.0,3.0795,218400.0,22.29,1,0,0,0,0.2012927054478301,0.3770197486535009
32.0,1788.0,1131.0,3.5278,166100.0,21.83,1,0,0,0,0.25671140939597314,0.40760389036251105
20.0,3638.0,2326.0,3.3304,194600.0,22.81,1,0,0,0,0.23859263331500824,0.35339638865004297
21.0,6618.0,4396.0,3.0989,171400.0,22.4,1,0,0,0,0.26790571169537625,0.37511373976342127
17.0,4807.0,3059.0,5.7619,297300.0,26.82,1,0,0,0,0.17432910339088828,0.2788492971559333
17.0,2358.0,1387.0,6.299,285800.0,27.63,1,0,0,0,0.16793893129770993,0.2624369142033165
17.0,7187.0,3844.0,6.5901,337400.0,25.57,1,0,0,0,0.14929734242382078,0.2778355879292404
18.0,4928.0,2952.0,5.8855,313800.0,27.01,1,0,0,0,0.15685876623376624,0.255420054200542
16.0,4934.0,2668.0,5.748,284200.0,24.96,1,0,0,0,0.16720713417105795,0.30359820089955025
17.0,2407.0,1422.0,4.2619,139700.0,24.96,1,0,0,0,0.22393020357291235,0.36849507735583686
18.0,2436.0,1303.0,6.1968,344700.0,24.96,1,0,0,0,0.1539408866995074,0.29623944742901
18.0,3405.0,1945.0,5.7652,299100.0,25.83,1,0,0,0,0.1632892804698972,0.2616966580976864
17.0,2259.0,1378.0,5.8733,287000.0,26.17,1,0,0,0,0.16954404603806994,0.28011611030478956
19.0,4261.0,2621.0,6.2427,288700.0,27.08,1,0,0,0,0.15911757803332552,0.25219381915299505
17.0,3666.0,2104.0,5.6818,338900.0,26.71,1,0,0,0,0.15330060010911076,0.27519011406844107
16.0,3771.0,2196.0,7.0113,319700.0,27.61,1,0,0,0,0.16070007955449483,0.2568306010928962
16.0,5603.0,3045.0,5.0778,293700.0,27.27,1,0,0,0,0.16741031590219524,0.29326765188834153
16.0,2851.0,1985.0,5.4089,265600.0,27.86,1,0,0,0,0.21957207997193967,0.30377833753148614
16.0,2306.0,1368.0,5.93,277600.0,28.26,1,0,0,0,0.17042497831743278,0.28289473684210525
18.0,4626.0,2794.0,5.6917,275100.0,27.63,1,0,0,0,0.17769130998702984,0.27308518253400144
21.0,2870.0,1671.0,7.2628,322700.0,28.46,1,0,0,0,0.15226480836236933,0.2812687013764213
16.0,2676.0,1377.0,6.5513,350400.0,27.86,1,0,0,0,0.1461136023916293,0.28685548293391433
16.0,4851.0,2527.0,6.0142,437400.0,28.15,1,0,0,0,0.14965986394557823,0.2785912148793035
18.0,8046.0,4276.0,6.5515,319600.0,23.29,1,0,0,0,0.1517524235645041,0.2871842843779233
21.0,3052.0,1588.0,4.3397,268100.0,25.15,1,0,0,0,0.20445609436435125,0.35768261964735515
19.0,8120.0,5026.0,6.3093,286500.0,26.58,1,0,0,0,0.1688423645320197,0.267608436132113
19.0,993.0,572.0,5.7039,277600.0,26.1,1,0,0,0,0.17522658610271905,0.30594405594405594
27.0,3065.0,1840.0,3.6417,208100.0,24.38,1,0,0,0,0.2401305057096248,0.3907608695652174
27.0,3119.0,1887.0,3.8654,195300.0,23.82,1,0,0,0,0.20359089451747356,0.3004769475357711
32.0,1819.0,1679.0,3.5562,146000.0,24.12,1,0,0,0,0.21220450797141285,0.2144133412745682
33.0,2131.0,2045.0,4.0,145700.0,23.52,1,0,0,0,0.2041295166588456,0.20831295843520783
27.0,923.0,1014.0,3.825,159500.0,24.38,1,0,0,0,0.20151679306608883,0.20118343195266272
30.0,1901.0,2685.0,3.2639,120100.0,24.38,1,0,0,0,0.27301420305102575,0.18472998137802607
26.0,1507.0,931.0,5.1645,244900.0,24.38,1,0,0,0,0.17916390179163902,0.2953813104189044
23.0,2536.0,2012.0,4.1406,200800.0,25.27,1,0,0,0,0.21766561514195584,0.27634194831013914
28.0,2399.0,1613.0,3.6339,220100.0,25.83,1,0,0,0,0.18174239266360984,0.26596404215747055
31.0,3498.0,2098.0,3.9837,246000.0,24.73,1,0,0,0,0.20811892510005717,0.33222116301239274
31.0,2943.0,1703.0,3.7091,225900.0,26.71,1,0,0,0,0.17601087325857967,0.27715795654726955
28.0,1789.0,1347.0,3.425,189700.0,26.71,1,0,0,0,0.19675796534376747,0.24498886414253898
26.0,778.0,539.0,3.2679,236500.0,26.17,1,0,0,0,0.22236503856041132,0.3450834879406308
29.0,3260.0,1969.0,3.5268,215500.0,26.17,1,0,0,0,0.2401840490797546,0.3743016759776536
29.0,1018.0,684.0,3.3333,198800.0,26.17,1,0,0,0,0.23084479371316308,0.36257309941520466
31.0,2377.0,2042.0,3.625,170400.0,28.01,1,0,0,0,0.2524190155658393,0.29040156709108716
31.0,2906.0,1806.0,4.8448,194600.0,28.01,1,0,0,0,0.1988988300068823,0.3062015503875969
23.0,4412.0,2380.0,4.54,213100.0,27.53,1,0,0,0,0.20625566636446055,0.34663865546218486
27.0,1594.0,1061.0,4.7917,217700.0,27.53,1,0,0,0,0.185069008782936,0.3016022620169651
22.0,1055.0,682.0,6.0,191300.0,27.08,1,0,0,0,0.1933649289099526,0.31671554252199413
28.0,4216.0,2997.0,3.7961,162700.0,28.01,1,0,0,0,0.22485768500948766,0.2989656322989656
25.0,3696.0,2827.0,3.3438,153300.0,28.01,1,0,0,0,0.2578463203463203,0.304209409267775
26.0,6960.0,4367.0,4.7953,210900.0,29.05,1,0,0,0,0.2089080459770115,0.32905885046942984
20.0,5643.0,3841.0,4.0542,168400.0,29.05,1,0,0,0,0.2181463760411129,0.3111168966414996
27.0,3481.0,1660.0,5.7965,228200.0,30.39,1,0,0,0,0.16546969261706407,0.3373493975903614
26.0,4259.0,1644.0,6.2519,345700.0,29.91,1,0,0,0,0.13806057760037568,0.35340632603406325
30.0,2188.0,2727.0,2.7759,136800.0,28.96,1,0,0,0,0.25411334552102377,0.1925192519251925
30.0,2636.0,3412.0,2.8095,118300.0,29.91,1,0,0,0,0.2473444613050076,0.19021101992966002
17.0,4822.0,3868.0,2.5978,142900.0,29.45,1,0,0,0,0.24222314392368313,0.2887797311271975
33.0,2389.0,1229.0,5.3889,234900.0,24.67,1,0,0,0,0.17161992465466722,0.3197721724979658
35.0,1255.0,685.0,4.2,226900.0,24.67,1,0,0,0,0.200796812749004,0.4072992700729927
44.0,2663.0,1277.0,4.3194,199500.0,24.23,1,0,0,0,0.19188884716485166,0.3617854346123727
43.0,1633.0,837.0,3.0405,188000.0,23.25,1,0,0,0,0.21739130434782608,0.41816009557945044
45.0,1606.0,735.0,4.6765,198400.0,22.81,1,0,0,0,0.18679950186799502,0.4013605442176871
45.0,1320.0,645.0,4.4,209500.0,23.81,1,0,0,0,0.19393939393939394,0.39689922480620154
45.0,1866.0,919.0,3.5833,200200.0,23.81,1,0,0,0,0.18381564844587353,0.37431991294885747
44.0,1661.0,985.0,4.3942,219500.0,22.4,1,0,0,0,0.1896447922937989,0.3238578680203046
43.0,2104.0,1071.0,5.0,208900.0,23.41,1,0,0,0,0.18155893536121673,0.3697478991596639
44.0,1436.0,745.0,4.625,213400.0,23.41,1,0,0,0,0.1789693593314763,0.312751677852349
44.0,1276.0,538.0,4.8667,218300.0,23.41,1,0,0,0,0.1833855799373041,0.395910780669145
44.0,1607.0,799.0,5.084,214100.0,22.4,1,0,0,0,0.1686372121966397,0.3541927409261577
36.0,1578.0,827.0,4.8942,194100.0,23.05,1,0,0,0,0.19771863117870722,0.37605804111245467
34.0,2403.0,1385.0,4.4934,213800.0,23.05,1,0,0,0,0.17186849771119433,0.27870036101083034
33.0,2180.0,1634.0,3.0114,167000.0,20.65,1,0,0,0,0.23944954128440368,0.2858017135862913
33.0,2373.0,1673.0,3.0685,181800.0,22.03,1,0,0,0,0.23261694058154236,0.3413030484160191
32.0,1854.0,1363.0,2.6406,156700.0,21.68,1,0,0,0,0.2540453074433657,0.35069699192956716
